1.032301901	0.822212772
1.030731344	0.871688607
1.026025998	0.92096522
1.01820481	0.969844192
1.007299272	1.018128704
0.993353297	1.065624332
0.976423041	1.112139827
0.956576677	1.157487888
0.933894117	1.201485915
0.908466698	1.243956743
0.880396806	1.284729356
0.849797469	1.323639579
0.816791899	1.360530733
0.781512998	1.39525427
0.744102823	1.427670372
0.70471201	1.457648509
0.663499173	1.485067971
0.62063026	1.509818349
0.576277891	1.531799983
0.530620656	1.550924358
0.483842401	1.56711447
0.436131485	1.580305125
0.387680024	1.59044321
0.338683114	1.597487902
0.289338049	1.601410835
0.239843523	1.602196212
0.190398835	1.599840871
0.141203079	1.594354297
0.092454351	1.585758581
0.044348943	1.574088335
-0.00291944	1.559390552
-0.049160465	1.541724414
-0.094187937	1.521161057
-0.137820545	1.497783281
-0.179882596	1.471685222
-0.220204722	1.442971966
-0.258624559	1.411759133
-0.294987404	1.378172404
-0.329146837	1.342347022
-0.360965309	1.304427242
-0.3903147	1.264565756
-0.41707683	1.22292307
-0.441143936	1.179666865
-0.462419109	1.134971318
-0.480816681	1.089016403
-0.496262573	1.041987165
-0.508694588	0.994072972
-0.518062668	0.945466759
-0.52432909	0.896364246
-0.527468622	0.846963151
-0.527468622	0.797462394
-0.52432909	0.748061299
-0.518062668	0.698958786
-0.508694588	0.650352573
-0.496262573	0.60243838
-0.480816681	0.555409141
-0.462419109	0.509454227
-0.441143936	0.46475868
-0.41707683	0.421502475
-0.3903147	0.379859789
-0.360965309	0.339998303
-0.329146837	0.302078523
-0.294987404	0.266253141
-0.258624559	0.232666412
-0.220204722	0.201453578
-0.179882596	0.172740323
-0.137820545	0.146642263
-0.094187937	0.123264488
-0.049160465	0.102701131
-0.00291944	0.085034993
0.044348943	0.07033721
0.092454351	0.058666964
0.141203079	0.050071248
0.190398835	0.044584673
0.239843523	0.042229333
0.289338049	0.04301471
0.338683114	0.046937643
0.387680024	0.053982335
0.436131485	0.06412042
0.483842401	0.077311075
0.530620656	0.093501186
0.576277891	0.112625562
0.62063026	0.134607195
0.663499173	0.159357574
0.70471201	0.186777036
0.744102823	0.216755173
0.781512998	0.249171275
0.816791899	0.283894812
0.849797469	0.320785966
0.880396806	0.359696188
0.908466698	0.400468802
0.933894117	0.44293963
0.956576677	0.486937657
0.976423041	0.532285718
0.993353297	0.578801213
1.007299272	0.626296841
1.01820481	0.674581353
1.026025998	0.723460325
1.030731344	0.772736938
1.032301901	0.822212772
